Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36081040500,36081040500,"Census Tract 405, Queens County, New York",51853,11984
1400000US36081040700,36081040700,"Census Tract 407, Queens County, New York",47094,5514
1400000US36081040900,36081040900,"Census Tract 409, Queens County, New York",29129,28912
1400000US36081041100,36081041100,"Census Tract 411, Queens County, New York",36087,8750
1400000US36081041300,36081041300,"Census Tract 413, Queens County, New York",45411,6484
1400000US36081041400,36081041400,"Census Tract 414, Queens County, New York",43525,3036
1400000US36081041500,36081041500,"Census Tract 415, Queens County, New York",50227,26503
1400000US36081042400,36081042400,"Census Tract 424, Queens County, New York",69662,24842
1400000US36081042600,36081042600,"Census Tract 426, Queens County, New York",-,**
1400000US36081042700,36081042700,"Census Tract 427, Queens County, New York",54130,9296
1400000US36081043200,36081043200,"Census Tract 432, Queens County, New York",76486,15425
1400000US36081043400,36081043400,"Census Tract 434, Queens County, New York",53750,7426
1400000US36081043701,36081043701,"Census Tract 437.01, Queens County, New York",41132,20488
1400000US36081043702,36081043702,"Census Tract 437.02, Queens County, New York",43843,8699
1400000US36081043900,36081043900,"Census Tract 439, Queens County, New York",52870,15974
1400000US36081044000,36081044000,"Census Tract 440, Queens County, New York",51379,11528
1400000US36081044301,36081044301,"Census Tract 443.01, Queens County, New York",31991,14552
1400000US36081044302,36081044302,"Census Tract 443.02, Queens County, New York",42688,14422
1400000US36081044400,36081044400,"Census Tract 444, Queens County, New York",24543,8384
1400000US36081044601,36081044601,"Census Tract 446.01, Queens County, New York",45292,14757
1400000US36081044602,36081044602,"Census Tract 446.02, Queens County, New York",40893,8729
1400000US36081044800,36081044800,"Census Tract 448, Queens County, New York",52424,14246
1400000US36081045000,36081045000,"Census Tract 450, Queens County, New York",44257,10443
1400000US36081045200,36081045200,"Census Tract 452, Queens County, New York",66063,41961
1400000US36081045400,36081045400,"Census Tract 454, Queens County, New York",49590,5980
1400000US36081045500,36081045500,"Census Tract 455, Queens County, New York",49281,3861
1400000US36081045600,36081045600,"Census Tract 456, Queens County, New York",52176,41167
1400000US36081045700,36081045700,"Census Tract 457, Queens County, New York",47471,12112
1400000US36081045800,36081045800,"Census Tract 458, Queens County, New York",66875,21212
1400000US36081045900,36081045900,"Census Tract 459, Queens County, New York",68981,23276
1400000US36081046000,36081046000,"Census Tract 460, Queens County, New York",27685,10093
1400000US36081046100,36081046100,"Census Tract 461, Queens County, New York",48607,6113
1400000US36081046200,36081046200,"Census Tract 462, Queens County, New York",40202,5377
1400000US36081046300,36081046300,"Census Tract 463, Queens County, New York",50000,10365
1400000US36081046400,36081046400,"Census Tract 464, Queens County, New York",66281,4584
1400000US36081046500,36081046500,"Census Tract 465, Queens County, New York",45337,16772
1400000US36081046600,36081046600,"Census Tract 466, Queens County, New York",60943,13122
1400000US36081046700,36081046700,"Census Tract 467, Queens County, New York",41039,7314
1400000US36081046800,36081046800,"Census Tract 468, Queens County, New York",44618,10443
1400000US36081046900,36081046900,"Census Tract 469, Queens County, New York",37420,7977
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",60350,19457
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",32042,5811
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",62441,6270
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",55532,5483
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",45221,10387
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",119625,30494
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",58438,12939
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",56360,10427
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",65568,10504
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",38680,5524
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",92692,81074
1400000US36081048300,36081048300,"Census Tract 483, Queens County, New York",47272,4977
1400000US36081048400,36081048400,"Census Tract 484, Queens County, New York",64141,6958
1400000US36081048500,36081048500,"Census Tract 485, Queens County, New York",44105,14009
1400000US36081048900,36081048900,"Census Tract 489, Queens County, New York",41590,8025
1400000US36081049200,36081049200,"Census Tract 492, Queens County, New York",49816,5909
1400000US36081049301,36081049301,"Census Tract 493.01, Queens County, New York",61095,4830
1400000US36081049302,36081049302,"Census Tract 493.02, Queens County, New York",45759,11936
1400000US36081049500,36081049500,"Census Tract 495, Queens County, New York",61552,20412
1400000US36081049600,36081049600,"Census Tract 496, Queens County, New York",62188,8861
1400000US36081049700,36081049700,"Census Tract 497, Queens County, New York",61012,5590
1400000US36081049900,36081049900,"Census Tract 499, Queens County, New York",49213,10529
1400000US36081050000,36081050000,"Census Tract 500, Queens County, New York",39656,12267
1400000US36081050201,36081050201,"Census Tract 502.01, Queens County, New York",92857,48717
1400000US36081050202,36081050202,"Census Tract 502.02, Queens County, New York",66859,19251
1400000US36081050400,36081050400,"Census Tract 504, Queens County, New York",76888,17168
1400000US36081050500,36081050500,"Census Tract 505, Queens County, New York",82386,24396
1400000US36081050600,36081050600,"Census Tract 506, Queens County, New York",52500,13538
1400000US36081050700,36081050700,"Census Tract 507, Queens County, New York",75455,14109
1400000US36081050800,36081050800,"Census Tract 508, Queens County, New York",53125,16781
1400000US36081051000,36081051000,"Census Tract 510, Queens County, New York",87625,24947
1400000US36081051100,36081051100,"Census Tract 511, Queens County, New York",56200,5514
1400000US36081051200,36081051200,"Census Tract 512, Queens County, New York",81484,15107
1400000US36081051300,36081051300,"Census Tract 513, Queens County, New York",51094,12783
1400000US36081051500,36081051500,"Census Tract 515, Queens County, New York",57287,10570
1400000US36081051600,36081051600,"Census Tract 516, Queens County, New York",84044,11748
1400000US36081051700,36081051700,"Census Tract 517, Queens County, New York",61719,14509
1400000US36081051800,36081051800,"Census Tract 518, Queens County, New York",74583,14234
1400000US36081052000,36081052000,"Census Tract 520, Queens County, New York",84550,36072
1400000US36081052100,36081052100,"Census Tract 521, Queens County, New York",69177,7964
1400000US36081052200,36081052200,"Census Tract 522, Queens County, New York",90708,22597
1400000US36081052400,36081052400,"Census Tract 524, Queens County, New York",64792,23894
1400000US36081052500,36081052500,"Census Tract 525, Queens County, New York",75903,8876
1400000US36081052600,36081052600,"Census Tract 526, Queens County, New York",74457,5136
1400000US36081052800,36081052800,"Census Tract 528, Queens County, New York",46964,19522
1400000US36081053000,36081053000,"Census Tract 530, Queens County, New York",57132,31668
1400000US36081053100,36081053100,"Census Tract 531, Queens County, New York",54068,6564
1400000US36081053200,36081053200,"Census Tract 532, Queens County, New York",81731,20159
1400000US36081053401,36081053401,"Census Tract 534.01, Queens County, New York",87895,28637
1400000US36081053500,36081053500,"Census Tract 535, Queens County, New York",48080,21471
1400000US36081053601,36081053601,"Census Tract 536.01, Queens County, New York",85530,4653
1400000US36081053800,36081053800,"Census Tract 538, Queens County, New York",74853,31769
1400000US36081053900,36081053900,"Census Tract 539, Queens County, New York",55872,11576
1400000US36081054000,36081054000,"Census Tract 540, Queens County, New York",63750,24264
1400000US36081054200,36081054200,"Census Tract 542, Queens County, New York",78074,16275
1400000US36081054500,36081054500,"Census Tract 545, Queens County, New York",41801,8057
1400000US36081054700,36081054700,"Census Tract 547, Queens County, New York",44823,10792
1400000US36081054800,36081054800,"Census Tract 548, Queens County, New York",88500,24945
1400000US36081054900,36081054900,"Census Tract 549, Queens County, New York",44280,11073
1400000US36081055100,36081055100,"Census Tract 551, Queens County, New York",39426,7873
1400000US36081055200,36081055200,"Census Tract 552, Queens County, New York",53170,10898
1400000US36081055300,36081055300,"Census Tract 553, Queens County, New York",31850,8068
1400000US36081055400,36081055400,"Census Tract 554, Queens County, New York",73643,18413
1400000US36081055500,36081055500,"Census Tract 555, Queens County, New York",43333,12486
1400000US36081055600,36081055600,"Census Tract 556, Queens County, New York",70214,9677
1400000US36081055700,36081055700,"Census Tract 557, Queens County, New York",39226,14235
1400000US36081055800,36081055800,"Census Tract 558, Queens County, New York",72480,26266
1400000US36081055900,36081055900,"Census Tract 559, Queens County, New York",20282,15471
1400000US36081056000,36081056000,"Census Tract 560, Queens County, New York",71684,5906
1400000US36081056100,36081056100,"Census Tract 561, Queens County, New York",104875,13950
1400000US36081056200,36081056200,"Census Tract 562, Queens County, New York",62260,28996
1400000US36081056400,36081056400,"Census Tract 564, Queens County, New York",66823,15371
1400000US36081056500,36081056500,"Census Tract 565, Queens County, New York",45711,18959
1400000US36081056600,36081056600,"Census Tract 566, Queens County, New York",79135,20530
1400000US36081056700,36081056700,"Census Tract 567, Queens County, New York",58811,12043
1400000US36081056800,36081056800,"Census Tract 568, Queens County, New York",62354,9598
1400000US36081057700,36081057700,"Census Tract 577, Queens County, New York",46708,10464
1400000US36081057900,36081057900,"Census Tract 579, Queens County, New York",23800,7054
1400000US36081058000,36081058000,"Census Tract 580, Queens County, New York",83510,16570
1400000US36081058100,36081058100,"Census Tract 581, Queens County, New York",48370,4960
1400000US36081058200,36081058200,"Census Tract 582, Queens County, New York",63464,14121
1400000US36081058300,36081058300,"Census Tract 583, Queens County, New York",53523,11068
1400000US36081058500,36081058500,"Census Tract 585, Queens County, New York",49792,12822
1400000US36081058700,36081058700,"Census Tract 587, Queens County, New York",45287,9602
1400000US36081058900,36081058900,"Census Tract 589, Queens County, New York",46189,7020
1400000US36081059000,36081059000,"Census Tract 590, Queens County, New York",73158,11090
1400000US36081059100,36081059100,"Census Tract 591, Queens County, New York",43300,7857
1400000US36081059200,36081059200,"Census Tract 592, Queens County, New York",85577,35732
1400000US36081059300,36081059300,"Census Tract 593, Queens County, New York",51964,10805
1400000US36081059400,36081059400,"Census Tract 594, Queens County, New York",85758,22738
1400000US36081059500,36081059500,"Census Tract 595, Queens County, New York",55806,3998
1400000US36081059600,36081059600,"Census Tract 596, Queens County, New York",87143,12553
1400000US36081059800,36081059800,"Census Tract 598, Queens County, New York",67763,12129
1400000US36081059900,36081059900,"Census Tract 599, Queens County, New York",71932,13011
1400000US36081060000,36081060000,"Census Tract 600, Queens County, New York",62250,22700
1400000US36081060100,36081060100,"Census Tract 601, Queens County, New York",55435,14716
1400000US36081060300,36081060300,"Census Tract 603, Queens County, New York",48445,6823
1400000US36081060600,36081060600,"Census Tract 606, Queens County, New York",76146,19721
1400000US36081060701,36081060701,"Census Tract 607.01, Queens County, New York",-,**
1400000US36081060800,36081060800,"Census Tract 608, Queens County, New York",92328,14300
1400000US36081061000,36081061000,"Census Tract 610, Queens County, New York",67321,39527
1400000US36081061200,36081061200,"Census Tract 612, Queens County, New York",110492,23662
1400000US36081061301,36081061301,"Census Tract 613.01, Queens County, New York",60426,13831
1400000US36081061302,36081061302,"Census Tract 613.02, Queens County, New York",-,**
1400000US36081061400,36081061400,"Census Tract 614, Queens County, New York",108438,46176
1400000US36081061601,36081061601,"Census Tract 616.01, Queens County, New York",97666,14577
1400000US36081061602,36081061602,"Census Tract 616.02, Queens County, New York",78500,18714
1400000US36081061800,36081061800,"Census Tract 618, Queens County, New York",56118,12792
1400000US36081061900,36081061900,"Census Tract 619, Queens County, New York",53631,14440
1400000US36081062000,36081062000,"Census Tract 620, Queens County, New York",84609,29854
1400000US36081062100,36081062100,"Census Tract 621, Queens County, New York",52331,11916
1400000US36081062200,36081062200,"Census Tract 622, Queens County, New York",79583,20619
1400000US36081062300,36081062300,"Census Tract 623, Queens County, New York",52992,11011
1400000US36081062400,36081062400,"Census Tract 624, Queens County, New York",-,**
1400000US36081062500,36081062500,"Census Tract 625, Queens County, New York",60750,5815
1400000US36081062600,36081062600,"Census Tract 626, Queens County, New York",81550,10242
1400000US36081062700,36081062700,"Census Tract 627, Queens County, New York",56071,5812
1400000US36081062900,36081062900,"Census Tract 629, Queens County, New York",44682,16146
1400000US36081063000,36081063000,"Census Tract 630, Queens County, New York",85078,18812
1400000US36081063200,36081063200,"Census Tract 632, Queens County, New York",96958,14071
1400000US36081063301,36081063301,"Census Tract 633.01, Queens County, New York",71354,21016
1400000US36081063302,36081063302,"Census Tract 633.02, Queens County, New York",67933,13644
1400000US36081063500,36081063500,"Census Tract 635, Queens County, New York",62530,8886
1400000US36081063700,36081063700,"Census Tract 637, Queens County, New York",54767,12466
1400000US36081063800,36081063800,"Census Tract 638, Queens County, New York",77667,14461
1400000US36081063900,36081063900,"Census Tract 639, Queens County, New York",59115,5718
1400000US36081064101,36081064101,"Census Tract 641.01, Queens County, New York",52375,12164
1400000US36081064102,36081064102,"Census Tract 641.02, Queens County, New York",34875,17031
1400000US36081064500,36081064500,"Census Tract 645, Queens County, New York",76806,13863
1400000US36081064600,36081064600,"Census Tract 646, Queens County, New York",77857,14503
1400000US36081065000,36081065000,"Census Tract 650, Queens County, New York",110179,22495
1400000US36081065400,36081065400,"Census Tract 654, Queens County, New York",80852,13734
1400000US36081065501,36081065501,"Census Tract 655.01, Queens County, New York",-,**
1400000US36081065600,36081065600,"Census Tract 656, Queens County, New York",85833,3735
1400000US36081065702,36081065702,"Census Tract 657.02, Queens County, New York",44688,17272
1400000US36081065703,36081065703,"Census Tract 657.03, Queens County, New York",63934,9697
1400000US36081065900,36081065900,"Census Tract 659, Queens County, New York",77344,6145
1400000US36081066000,36081066000,"Census Tract 660, Queens County, New York",83750,8457
1400000US36081066100,36081066100,"Census Tract 661, Queens County, New York",78438,31628
1400000US36081066300,36081066300,"Census Tract 663, Queens County, New York",59209,12892
1400000US36081066400,36081066400,"Census Tract 664, Queens County, New York",76736,6517
1400000US36081066501,36081066501,"Census Tract 665.01, Queens County, New York",56221,13382
1400000US36081066701,36081066701,"Census Tract 667.01, Queens County, New York",76921,7160
1400000US36081066900,36081066900,"Census Tract 669, Queens County, New York",66063,27808
1400000US36081067100,36081067100,"Census Tract 671, Queens County, New York",61758,7274
1400000US36081067700,36081067700,"Census Tract 677, Queens County, New York",71129,23697
1400000US36081067900,36081067900,"Census Tract 679, Queens County, New York",54281,9229
1400000US36081068000,36081068000,"Census Tract 680, Queens County, New York",73424,11182
1400000US36081068200,36081068200,"Census Tract 682, Queens County, New York",73068,22404
1400000US36081068300,36081068300,"Census Tract 683, Queens County, New York",49167,5060
1400000US36081068700,36081068700,"Census Tract 687, Queens County, New York",65381,14555
1400000US36081069000,36081069000,"Census Tract 690, Queens County, New York",75559,17233
1400000US36081069300,36081069300,"Census Tract 693, Queens County, New York",51127,4455
1400000US36081069400,36081069400,"Census Tract 694, Queens County, New York",80208,15711
1400000US36081069500,36081069500,"Census Tract 695, Queens County, New York",61406,17657
1400000US36081069701,36081069701,"Census Tract 697.01, Queens County, New York",47075,4013
1400000US36081069702,36081069702,"Census Tract 697.02, Queens County, New York",67821,10359
1400000US36081070300,36081070300,"Census Tract 703, Queens County, New York",68393,18098
1400000US36081070700,36081070700,"Census Tract 707, Queens County, New York",82454,16616
1400000US36081070900,36081070900,"Census Tract 709, Queens County, New York",102583,27136
1400000US36081071100,36081071100,"Census Tract 711, Queens County, New York",67926,11098
1400000US36081071303,36081071303,"Census Tract 713.03, Queens County, New York",54591,7690
1400000US36081071304,36081071304,"Census Tract 713.04, Queens County, New York",49389,8519
1400000US36081071305,36081071305,"Census Tract 713.05, Queens County, New York",73333,14907
1400000US36081071306,36081071306,"Census Tract 713.06, Queens County, New York",49698,13190
1400000US36081071600,36081071600,"Census Tract 716, Queens County, New York",-,**
1400000US36081071701,36081071701,"Census Tract 717.01, Queens County, New York",52608,7300
1400000US36081071702,36081071702,"Census Tract 717.02, Queens County, New York",50664,9091
1400000US36081071900,36081071900,"Census Tract 719, Queens County, New York",47574,24901
1400000US36081072100,36081072100,"Census Tract 721, Queens County, New York",62045,6955
1400000US36081072300,36081072300,"Census Tract 723, Queens County, New York",134032,15888
1400000US36081072900,36081072900,"Census Tract 729, Queens County, New York",82167,30344
1400000US36081073100,36081073100,"Census Tract 731, Queens County, New York",101679,21493
1400000US36081073700,36081073700,"Census Tract 737, Queens County, New York",62050,15502
1400000US36081073900,36081073900,"Census Tract 739, Queens County, New York",87857,11777
1400000US36081074100,36081074100,"Census Tract 741, Queens County, New York",61028,7979
1400000US36081074300,36081074300,"Census Tract 743, Queens County, New York",43238,9722
1400000US36081074500,36081074500,"Census Tract 745, Queens County, New York",40083,7718
1400000US36081074700,36081074700,"Census Tract 747, Queens County, New York",65040,14173
1400000US36081074900,36081074900,"Census Tract 749, Queens County, New York",110750,29951
1400000US36081075701,36081075701,"Census Tract 757.01, Queens County, New York",75323,9759
1400000US36081075702,36081075702,"Census Tract 757.02, Queens County, New York",73514,11358
1400000US36081076901,36081076901,"Census Tract 769.01, Queens County, New York",68026,14332
1400000US36081076902,36081076902,"Census Tract 769.02, Queens County, New York",75625,7012
1400000US36081077300,36081077300,"Census Tract 773, Queens County, New York",62197,13694
1400000US36081077500,36081077500,"Census Tract 775, Queens County, New York",46944,15612
1400000US36081077902,36081077902,"Census Tract 779.02, Queens County, New York",73048,9939
1400000US36081077903,36081077903,"Census Tract 779.03, Queens County, New York",60132,10962
1400000US36081077904,36081077904,"Census Tract 779.04, Queens County, New York",49527,14842
1400000US36081077905,36081077905,"Census Tract 779.05, Queens County, New York",61400,9000
1400000US36081077906,36081077906,"Census Tract 779.06, Queens County, New York",49201,28010
1400000US36081077907,36081077907,"Census Tract 779.07, Queens County, New York",46923,13337
1400000US36081077908,36081077908,"Census Tract 779.08, Queens County, New York",44583,9084
1400000US36081078800,36081078800,"Census Tract 788, Queens County, New York",60543,39166
1400000US36081079000,36081079000,"Census Tract 790, Queens County, New York",63214,14664
1400000US36081079200,36081079200,"Census Tract 792, Queens County, New York",72794,9729
1400000US36081079300,36081079300,"Census Tract 793, Queens County, New York",-,**
1400000US36081079701,36081079701,"Census Tract 797.01, Queens County, New York",50210,5908
1400000US36081079702,36081079702,"Census Tract 797.02, Queens County, New York",34318,10078
1400000US36081079900,36081079900,"Census Tract 799, Queens County, New York",62589,17409
1400000US36081080301,36081080301,"Census Tract 803.01, Queens County, New York",51688,4706
1400000US36081080302,36081080302,"Census Tract 803.02, Queens County, New York",80318,29460
1400000US36081080900,36081080900,"Census Tract 809, Queens County, New York",57222,15176
1400000US36081081400,36081081400,"Census Tract 814, Queens County, New York",66818,23374
1400000US36081081800,36081081800,"Census Tract 818, Queens County, New York",64318,14157
1400000US36081083700,36081083700,"Census Tract 837, Queens County, New York",49868,4164
1400000US36081083800,36081083800,"Census Tract 838, Queens County, New York",62526,14096
1400000US36081084000,36081084000,"Census Tract 840, Queens County, New York",59464,14623
1400000US36081084500,36081084500,"Census Tract 845, Queens County, New York",34795,7604
1400000US36081084601,36081084601,"Census Tract 846.01, Queens County, New York",82188,19480
1400000US36081084602,36081084602,"Census Tract 846.02, Queens County, New York",57400,13205
1400000US36081084900,36081084900,"Census Tract 849, Queens County, New York",41750,10000
1400000US36081085300,36081085300,"Census Tract 853, Queens County, New York",32530,11146
1400000US36081085500,36081085500,"Census Tract 855, Queens County, New York",41410,4161
1400000US36081085700,36081085700,"Census Tract 857, Queens County, New York",35671,8978
1400000US36081085900,36081085900,"Census Tract 859, Queens County, New York",33598,8897
1400000US36081086100,36081086100,"Census Tract 861, Queens County, New York",54103,12184
1400000US36081086300,36081086300,"Census Tract 863, Queens County, New York",40841,7276
1400000US36081086400,36081086400,"Census Tract 864, Queens County, New York",61618,14214
1400000US36081086500,36081086500,"Census Tract 865, Queens County, New York",26762,4801
1400000US36081086900,36081086900,"Census Tract 869, Queens County, New York",50231,5973
1400000US36081087100,36081087100,"Census Tract 871, Queens County, New York",14914,9053
1400000US36081088400,36081088400,"Census Tract 884, Queens County, New York",70393,5552
1400000US36081088901,36081088901,"Census Tract 889.01, Queens County, New York",49030,5568
1400000US36081089200,36081089200,"Census Tract 892, Queens County, New York",92034,10991
1400000US36081090700,36081090700,"Census Tract 907, Queens County, New York",47604,10161
1400000US36081091601,36081091601,"Census Tract 916.01, Queens County, New York",82996,5744
1400000US36081091602,36081091602,"Census Tract 916.02, Queens County, New York",-,**
1400000US36081091800,36081091800,"Census Tract 918, Queens County, New York",-,**
1400000US36081091900,36081091900,"Census Tract 919, Queens County, New York",68592,7715
1400000US36081092200,36081092200,"Census Tract 922, Queens County, New York",106853,33869
1400000US36081092500,36081092500,"Census Tract 925, Queens County, New York",49068,7810
1400000US36081092800,36081092800,"Census Tract 928, Queens County, New York",105000,19501
1400000US36081092900,36081092900,"Census Tract 929, Queens County, New York",76797,9324
1400000US36081093401,36081093401,"Census Tract 934.01, Queens County, New York",74981,17942
1400000US36081093402,36081093402,"Census Tract 934.02, Queens County, New York",80577,24804
1400000US36081093800,36081093800,"Census Tract 938, Queens County, New York",38275,6439
1400000US36081093900,36081093900,"Census Tract 939, Queens County, New York",72532,27103
1400000US36081094201,36081094201,"Census Tract 942.01, Queens County, New York",51194,11950
1400000US36081094202,36081094202,"Census Tract 942.02, Queens County, New York",43565,9479
1400000US36081094203,36081094203,"Census Tract 942.03, Queens County, New York",49115,5320
1400000US36081094500,36081094500,"Census Tract 945, Queens County, New York",74420,30226
1400000US36081094700,36081094700,"Census Tract 947, Queens County, New York",65775,11646
1400000US36081095400,36081095400,"Census Tract 954, Queens County, New York",49792,20448
1400000US36081096400,36081096400,"Census Tract 964, Queens County, New York",66103,12577
1400000US36081097202,36081097202,"Census Tract 972.02, Queens County, New York",16224,6551
1400000US36081097203,36081097203,"Census Tract 972.03, Queens County, New York",21055,6613
1400000US36081097204,36081097204,"Census Tract 972.04, Queens County, New York",41018,3599
1400000US36081097300,36081097300,"Census Tract 973, Queens County, New York",90000,24204
1400000US36081098100,36081098100,"Census Tract 981, Queens County, New York",74766,18139
1400000US36081098700,36081098700,"Census Tract 987, Queens County, New York",80757,7174
1400000US36081099100,36081099100,"Census Tract 991, Queens County, New York",84350,11373
1400000US36081099200,36081099200,"Census Tract 992, Queens County, New York",44119,8353
1400000US36081099701,36081099701,"Census Tract 997.01, Queens County, New York",57382,9960
1400000US36081099703,36081099703,"Census Tract 997.03, Queens County, New York",92216,14865
1400000US36081099704,36081099704,"Census Tract 997.04, Queens County, New York",67210,12288
1400000US36081099705,36081099705,"Census Tract 997.05, Queens County, New York",95795,16429
1400000US36081099801,36081099801,"Census Tract 998.01, Queens County, New York",49768,4696
1400000US36081099802,36081099802,"Census Tract 998.02, Queens County, New York",19425,2925
1400000US36081099900,36081099900,"Census Tract 999, Queens County, New York",-,**
1400000US36081100801,36081100801,"Census Tract 1008.01, Queens County, New York",68581,10499
1400000US36081100802,36081100802,"Census Tract 1008.02, Queens County, New York",54545,7812
1400000US36081101001,36081101001,"Census Tract 1010.01, Queens County, New York",32500,3866
1400000US36081101002,36081101002,"Census Tract 1010.02, Queens County, New York",21406,16105
1400000US36081101700,36081101700,"Census Tract 1017, Queens County, New York",60625,13591
1400000US36081102900,36081102900,"Census Tract 1029, Queens County, New York",73491,10111
1400000US36081103201,36081103201,"Census Tract 1032.01, Queens County, New York",23308,5135
1400000US36081103202,36081103202,"Census Tract 1032.02, Queens County, New York",48472,14782
1400000US36081103300,36081103300,"Census Tract 1033, Queens County, New York",77500,24176
1400000US36081103900,36081103900,"Census Tract 1039, Queens County, New York",72368,25566
1400000US36081104700,36081104700,"Census Tract 1047, Queens County, New York",75673,10414
1400000US36081105900,36081105900,"Census Tract 1059, Queens County, New York",73454,13253
1400000US36081107201,36081107201,"Census Tract 1072.01, Queens County, New York",80435,17480
1400000US36081107202,36081107202,"Census Tract 1072.02, Queens County, New York",-,**
1400000US36081108500,36081108500,"Census Tract 1085, Queens County, New York",88750,23003
1400000US36081109300,36081109300,"Census Tract 1093, Queens County, New York",84583,19402
1400000US36081109700,36081109700,"Census Tract 1097, Queens County, New York",80500,8141
1400000US36081109900,36081109900,"Census Tract 1099, Queens County, New York",51875,15617
1400000US36081111300,36081111300,"Census Tract 1113, Queens County, New York",108917,22040
1400000US36081112300,36081112300,"Census Tract 1123, Queens County, New York",73443,9170
1400000US36081112900,36081112900,"Census Tract 1129, Queens County, New York",75603,5098
1400000US36081113300,36081113300,"Census Tract 1133, Queens County, New York",83000,18775
1400000US36081113900,36081113900,"Census Tract 1139, Queens County, New York",71010,14266
1400000US36081114100,36081114100,"Census Tract 1141, Queens County, New York",95964,10500
1400000US36081114700,36081114700,"Census Tract 1147, Queens County, New York",94188,18066
1400000US36081115100,36081115100,"Census Tract 1151, Queens County, New York",92614,26498
1400000US36081115500,36081115500,"Census Tract 1155, Queens County, New York",67303,23504
1400000US36081115700,36081115700,"Census Tract 1157, Queens County, New York",58050,11629
1400000US36081115900,36081115900,"Census Tract 1159, Queens County, New York",48400,10086
1400000US36081116100,36081116100,"Census Tract 1161, Queens County, New York",41796,5238
1400000US36081116300,36081116300,"Census Tract 1163, Queens County, New York",38159,7357
1400000US36081116700,36081116700,"Census Tract 1167, Queens County, New York",59219,23541
1400000US36081117100,36081117100,"Census Tract 1171, Queens County, New York",53404,9552
1400000US36081117500,36081117500,"Census Tract 1175, Queens County, New York",59243,11092
1400000US36081118100,36081118100,"Census Tract 1181, Queens County, New York",52197,22467
1400000US36081118500,36081118500,"Census Tract 1185, Queens County, New York",57466,19195
1400000US36081118700,36081118700,"Census Tract 1187, Queens County, New York",62656,11142
1400000US36081118900,36081118900,"Census Tract 1189, Queens County, New York",65612,23813
1400000US36081119100,36081119100,"Census Tract 1191, Queens County, New York",51157,20881
1400000US36081119300,36081119300,"Census Tract 1193, Queens County, New York",72836,17389
1400000US36081119500,36081119500,"Census Tract 1195, Queens County, New York",70391,19145
1400000US36081119900,36081119900,"Census Tract 1199, Queens County, New York",44818,17219
1400000US36081120100,36081120100,"Census Tract 1201, Queens County, New York",44815,20490
1400000US36081120300,36081120300,"Census Tract 1203, Queens County, New York",62404,15257
1400000US36081120500,36081120500,"Census Tract 1205, Queens County, New York",32589,9864
1400000US36081120700,36081120700,"Census Tract 1207, Queens County, New York",77500,10874
1400000US36081121100,36081121100,"Census Tract 1211, Queens County, New York",-,**
1400000US36081121500,36081121500,"Census Tract 1215, Queens County, New York",67000,15203
1400000US36081122300,36081122300,"Census Tract 1223, Queens County, New York",80673,12793
1400000US36081122701,36081122701,"Census Tract 1227.01, Queens County, New York",55664,8794
1400000US36081122702,36081122702,"Census Tract 1227.02, Queens County, New York",23513,2990
1400000US36081124100,36081124100,"Census Tract 1241, Queens County, New York",74946,19850
1400000US36081124700,36081124700,"Census Tract 1247, Queens County, New York",80729,29655
1400000US36081125700,36081125700,"Census Tract 1257, Queens County, New York",58333,14001
1400000US36081126500,36081126500,"Census Tract 1265, Queens County, New York",56121,15632
1400000US36081126700,36081126700,"Census Tract 1267, Queens County, New York",95353,17746
1400000US36081127700,36081127700,"Census Tract 1277, Queens County, New York",93106,16708
1400000US36081128300,36081128300,"Census Tract 1283, Queens County, New York",-,**
1400000US36081129102,36081129102,"Census Tract 1291.02, Queens County, New York",103792,12306
1400000US36081129103,36081129103,"Census Tract 1291.03, Queens County, New York",70805,11462
1400000US36081129104,36081129104,"Census Tract 1291.04, Queens County, New York",76849,7257
1400000US36081130100,36081130100,"Census Tract 1301, Queens County, New York",68705,6712
1400000US36081133300,36081133300,"Census Tract 1333, Queens County, New York",86667,14666
1400000US36081133900,36081133900,"Census Tract 1339, Queens County, New York",86908,35181
1400000US36081134100,36081134100,"Census Tract 1341, Queens County, New York",76125,14213
1400000US36081134700,36081134700,"Census Tract 1347, Queens County, New York",55283,10427
1400000US36081136700,36081136700,"Census Tract 1367, Queens County, New York",65211,8995
1400000US36081137700,36081137700,"Census Tract 1377, Queens County, New York",67674,11620
1400000US36081138501,36081138501,"Census Tract 1385.01, Queens County, New York",78611,14378
1400000US36081138502,36081138502,"Census Tract 1385.02, Queens County, New York",-,**
